season,batter,batting_team,balls_faced,total_runs,fours,sixes,strike_rate
2011,R Ninan,Royal Challengers Bangalore,5,3,0,0,60.0
2011,KA Pollard,Mumbai Indians,132,145,12,6,109.85
2011,RN ten Doeschate,Kolkata Knight Riders,73,107,9,5,146.58
2011,B Akhil,Kochi Tuskers Kerala,9,13,0,1,144.44
2011,MJ Lumb,Deccan Chargers,2,0,0,0,0.0
2011,B Kumar,Pune Warriors,1,1,0,0,100.0
2011,DJ Bravo,Chennai Super Kings,6,11,1,1,183.33
2012,V Sehwag,Delhi Daredevils,307,495,57,19,161.24
2012,AM Nayar,Kings XI Punjab,49,45,2,1,91.84
2012,R Vinay Kumar,Royal Challengers Bangalore,62,68,3,2,109.68
2012,M Morkel,Delhi Daredevils,5,3,0,0,60.0
2012,MS Bisla,Kolkata Knight Riders,160,213,16,10,133.13
2012,AB Dinda,Pune Warriors,5,2,0,0,40.0
2012,JP Duminy,Deccan Chargers,190,244,13,11,128.42
2012,Harpreet Singh,Pune Warriors,6,6,0,0,100.0
2013,DA Warner,Delhi Daredevils,324,410,41,14,126.54
2013,A Ashish Reddy,Sunrisers Hyderabad,89,125,8,5,140.45
2013,MK Pandey,Pune Warriors,137,136,11,3,99.27
2013,R Sharma,Pune Warriors,17,11,1,0,64.71
2013,AB de Villiers,Royal Challengers Bangalore,223,373,34,17,167.26
2013,CA Pujara,Royal Challengers Bangalore,99,92,14,0,92.93
2014,GJ Maxwell,Kings XI Punjab,291,552,48,36,189.69
2014,A Mishra,Sunrisers Hyderabad,7,4,0,0,57.14
2014,PV Tambe,Rajasthan Royals,9,5,0,0,55.56
2014,YV Takawale,Royal Challengers Bangalore,91,104,17,1,114.29
2014,Shivam Sharma,Kings XI Punjab,3,5,1,0,166.67
2014,UBT Chand,Rajasthan Royals,9,2,0,0,22.22
2014,S Gopal,Mumbai Indians,10,11,1,0,110.0
2014,S Anirudha,Sunrisers Hyderabad,5,3,0,0,60.0
2015,NLTC Perera,Kings XI Punjab,15,12,0,1,80.0
2015,P Negi,Chennai Super Kings,72,115,10,5,159.72
2015,SN Thakur,Kings XI Punjab,6,7,1,0,116.67
2016,S Gopal,Mumbai Indians,16,2,0,0,12.5
2022,OC McCoy,Rajasthan Royals,5,8,0,1,160.0
2023,RD Gaikwad,Chennai Super Kings,398,590,46,30,148.24
2023,AT Rayudu,Chennai Super Kings,113,158,10,9,139.82
2023,Rahmanullah Gurbaz,Kolkata Knight Riders,169,221,17,14,130.77
2023,AS Roy,Kolkata Knight Riders,19,23,3,0,121.05
2023,VR Iyer,Kolkata Knight Riders,276,398,32,20,144.2
2023,C Green,Mumbai Indians,279,444,40,21,159.14
2016,M Vohra,Kings XI Punjab,131,161,19,3,122.9
2016,NV Ojha,Sunrisers Hyderabad,138,136,7,5,98.55
2016,KV Sharma,Sunrisers Hyderabad,30,36,3,1,120.0
2016,AD Russell,Kolkata Knight Riders,114,188,10,15,164.91
2016,AD Nath,Gujarat Lions,27,20,1,0,74.07
2016,DS Kulkarni,Gujarat Lions,16,27,3,0,168.75
2016,R Dhawan,Kings XI Punjab,6,14,0,1,233.33
2016,AP Tare,Sunrisers Hyderabad,15,8,1,0,53.33
2016,UT Yadav,Kolkata Knight Riders,5,9,0,1,180.0
2016,Mohammed Shami,Delhi Daredevils,4,2,0,0,50.0
2016,Sachin Baby,Royal Challengers Bangalore,77,118,9,5,153.25
2016,Swapnil Singh,Kings XI Punjab,1,0,0,0,0.0
2016,UBT Chand,Mumbai Indians,4,0,0,0,0.0
2017,S Dhawan,Sunrisers Hyderabad,375,478,53,9,127.47
2017,RG Sharma,Mumbai Indians,273,333,31,9,121.98
2017,BB McCullum,Gujarat Lions,220,320,29,18,145.45
2017,CA Lynn,Kolkata Knight Riders,161,293,25,19,181.99
2017,DA Miller,Kings XI Punjab,78,77,4,3,98.72
2017,Vishnu Vinod,Royal Challengers Bangalore,26,19,1,1,73.08
2017,AP Tare,Delhi Daredevils,23,18,3,0,78.26
2017,CR Woakes,Kolkata Knight Riders,47,46,4,1,97.87
2017,SS Iyer,Delhi Daredevils,242,337,36,10,139.26
2017,JP Faulkner,Gujarat Lions,56,53,4,0,94.64
2017,DM Bravo,Kolkata Knight Riders,5,6,1,0,120.0
2017,CJ Jordan,Sunrisers Hyderabad,1,0,0,0,0.0
2018,AT Rayudu,Chennai Super Kings,401,602,53,34,150.12
2018,C Munro,Delhi Daredevils,41,63,7,4,153.66
2018,SP Narine,Kolkata Knight Riders,188,357,40,23,189.89
2018,JC Buttler,Rajasthan Royals,352,547,52,21,155.4
2018,KS Williamson,Sunrisers Hyderabad,515,735,64,28,142.72
2018,BCJ Cutting,Mumbai Indians,58,96,5,8,165.52
2018,DJ Hooda,Sunrisers Hyderabad,81,87,2,3,107.41
2018,AR Patel,Kings XI Punjab,69,80,3,4,115.94
2018,MM Sharma,Kings XI Punjab,13,10,1,0,76.92
2018,MK Lomror,Rajasthan Royals,21,20,1,0,95.24
2018,Abhishek Sharma,Delhi Daredevils,33,63,3,5,190.91
2019,V Shankar,Sunrisers Hyderabad,193,244,11,12,126.42
2019,Mandeep Singh,Kings XI Punjab,120,165,10,4,137.5
2019,JC Buttler,Rajasthan Royals,205,311,38,14,151.71
2019,RA Tripathi,Rajasthan Royals,117,137,12,2,117.09
2019,BA Stokes,Rajasthan Royals,97,123,8,4,126.8
2019,JD Unadkat,Rajasthan Royals,3,1,0,0,33.33
2019,MS Dhoni,Chennai Super Kings,305,402,22,21,131.8
2019,J Suchith,Delhi Capitals,15,6,0,0,40.0
2019,IS Sodhi,Rajasthan Royals,11,6,0,0,54.55
2020/21,RG Sharma,Mumbai Indians,263,334,27,19,127.0
2020/21,KH Pandya,Mumbai Indians,92,109,9,5,118.48
2020/21,PP Shaw,Delhi Capitals,167,228,27,8,136.53
2020/21,YBK Jaiswal,Rajasthan Royals,44,40,2,2,90.91
2020/21,KD Karthik,Kolkata Knight Riders,136,169,20,4,124.26
2020/21,DW Steyn,Royal Challengers Bangalore,2,1,0,0,50.0
2020/21,MK Lomror,Rajasthan Royals,54,59,2,3,109.26
2020/21,VR Aaron,Rajasthan Royals,10,1,0,0,10.0
2020/21,M Prasidh Krishna,Kolkata Knight Riders,4,2,0,0,50.0
2020/21,Shahbaz Ahmed,Royal Challengers Bangalore,1,1,0,0,100.0
2021,M Jansen,Mumbai Indians,3,0,0,0,0.0
2021,JJ Bumrah,Mumbai Indians,17,16,2,0,94.12
2021,HV Patel,Royal Challengers Bangalore,46,59,6,2,128.26
2021,F du Plessis,Chennai Super Kings,456,632,61,23,138.6
2021,Abhishek Sharma,Sunrisers Hyderabad,75,98,7,4,130.67
2021,SPD Smith,Delhi Capitals,135,152,13,2,112.59
2021,KS Williamson,Sunrisers Hyderabad,237,269,30,2,113.5
2021,TH David,Royal Challengers Bangalore,3,1,0,0,33.33
2022,RA Jadeja,Chennai Super Kings,98,116,6,5,118.37
2022,SO Hetmyer,Rajasthan Royals,204,314,21,21,153.92
2022,RD Chahar,Punjab Kings,68,77,7,4,113.24
2022,M Ashwin,Mumbai Indians,14,12,1,1,85.71
2022,Umran Malik,Sunrisers Hyderabad,8,4,0,0,50.0
2022,MP Stoinis,Lucknow Super Giants,106,156,7,13,147.17
2022,Ravi Bishnoi,Lucknow Super Giants,1,0,0,0,0.0
2022,Shashank Singh,Sunrisers Hyderabad,47,69,5,4,146.81
2023,Vijaykumar Vyshak,Royal Challengers Bangalore,9,13,0,1,144.44
2023,RV Patel,Delhi Capitals,43,49,3,1,113.95
2023,PK Garg,Delhi Capitals,22,22,1,0,100.0
2023,MM Sharma,Gujarat Titans,1,0,0,0,0.0
2024,R Parag,Rajasthan Royals,383,573,40,33,149.61
2024,Sameer Rizvi,Chennai Super Kings,43,51,4,2,118.6
2024,Akash Madhwal,Mumbai Indians,5,4,0,0,80.0
2024,MK Lomror,Royal Challengers Bengaluru,68,125,9,9,183.82
2024,A Nortje,Delhi Capitals,8,4,0,0,50.0
2025,Ishan Kishan,Sunrisers Hyderabad,231,354,33,15,153.25
2025,DA Miller,Lucknow Super Giants,119,149,12,4,125.21
2024,UT Yadav,Gujarat Titans,15,12,0,1,80.0
2025,Abdul Samad,Lucknow Super Giants,93,164,8,14,176.34
2025,R Sai Kishore,Gujarat Titans,10,5,0,0,50.0
2025,DP Conway,Chennai Super Kings,119,156,17,4,131.09
2025,VG Arora,Kolkata Knight Riders,8,0,0,0,0.0
2025,KT Maphaka,Rajasthan Royals,2,8,2,0,400.0
2025,Sediqullah Atal,Delhi Capitals,16,22,0,2,137.5
2007/08,SK Raina,Chennai Super Kings,294,420,35,18,142.86
2007/08,V Sehwag,Delhi Daredevils,216,399,46,20,184.72
2007/08,AC Gilchrist,Deccan Chargers,314,431,50,19,137.26
2007/08,Y Venugopal Rao,Deccan Chargers,207,283,21,15,136.71
2007/08,R Bhatia,Delhi Daredevils,28,34,2,2,121.43
2007/08,T Taibu,Kolkata Knight Riders,26,31,3,0,119.23
2007/08,LPC Silva,Deccan Chargers,26,40,5,1,153.85
2009,A Kumble,Royal Challengers Bangalore,19,16,2,0,84.21
2009,MK Tiwary,Delhi Daredevils,13,9,1,0,69.23
2009,SS Tiwary,Mumbai Indians,12,13,0,0,108.33
2009,DL Vettori,Delhi Daredevils,31,34,3,0,109.68
2009,RR Powar,Kings XI Punjab,22,23,2,0,104.55
2009,GR Napier,Mumbai Indians,16,15,1,0,93.75
2009,Y Nagar,Delhi Daredevils,20,20,1,0,100.0
2009/10,OA Shah,Kolkata Knight Riders,95,115,7,5,121.05
2009/10,RR Powar,Kings XI Punjab,8,5,0,0,62.5
2009/10,S Dhawan,Mumbai Indians,169,187,22,3,110.65
2009/10,KM Jadhav,Delhi Daredevils,56,76,7,2,135.71
2009/10,Mandeep Singh,Kolkata Knight Riders,11,4,1,0,36.36
2009/10,PP Ojha,Deccan Chargers,8,3,0,0,37.5
2009/10,JP Duminy,Mumbai Indians,131,157,13,5,119.85
2011,IR Jaggi,Deccan Chargers,37,28,3,0,75.68
2011,A Mishra,Deccan Chargers,49,68,9,1,138.78
2011,NV Ojha,Delhi Daredevils,161,160,11,11,99.38
2011,AT Rayudu,Mumbai Indians,349,394,44,9,112.89
2011,R Sathish,Mumbai Indians,34,25,1,0,73.53
2011,R Ashwin,Chennai Super Kings,6,2,0,0,33.33
2011,S Randiv,Chennai Super Kings,4,2,0,0,50.0
2011,JE Taylor,Pune Warriors,3,3,0,0,100.0
2011,AG Murtaza,Mumbai Indians,5,2,0,0,40.0
2011,AA Jhunjhunwala,Pune Warriors,17,10,2,0,58.82
2011,CK Langeveldt,Royal Challengers Bangalore,8,8,0,1,100.0
2011,S Rana,Pune Warriors,15,16,2,0,106.67
2012,JEC Franklin,Mumbai Indians,222,220,15,7,99.1
2012,SPD Smith,Pune Warriors,262,350,23,13,133.59
2012,Bipul Sharma,Kings XI Punjab,47,72,6,3,153.19
2012,NV Ojha,Delhi Daredevils,223,251,20,13,112.56
2012,MS Gony,Deccan Chargers,8,4,0,0,50.0
2012,Shakib Al Hasan,Kolkata Knight Riders,73,89,6,3,121.92
2012,VR Aaron,Delhi Daredevils,3,1,0,0,33.33
2012,P Awana,Kings XI Punjab,5,4,0,0,80.0
2013,CH Gayle,Royal Challengers Bangalore,454,701,56,50,154.41
2013,DT Christian,Royal Challengers Bangalore,15,6,0,0,40.0
2013,KD Karthik,Mumbai Indians,409,505,53,14,123.47
2013,AB Dinda,Pune Warriors,11,9,1,0,81.82
2013,AM Rahane,Rajasthan Royals,458,488,42,11,106.55
2013,R Shukla,Rajasthan Royals,2,1,0,0,50.0
2013,R Vinay Kumar,Royal Challengers Bangalore,44,70,6,3,159.09
2013,BMAJ Mendis,Delhi Daredevils,27,23,0,0,85.19
2013,R Sathish,Kings XI Punjab,76,108,9,5,142.11
2013,R Rampaul,Royal Challengers Bangalore,36,37,3,1,102.78
2013,SPD Smith,Pune Warriors,132,159,15,4,120.45
2013,OA Shah,Rajasthan Royals,23,25,2,0,108.7
2013,K Upadhyay,Pune Warriors,1,1,0,0,100.0
2013,Harmeet Singh,Kings XI Punjab,4,3,0,0,75.0
2014,YK Pathan,Kolkata Knight Riders,165,268,15,20,162.42
2014,KL Rahul,Sunrisers Hyderabad,164,166,12,3,101.22
2014,WP Saha,Kings XI Punjab,249,362,33,18,145.38
2014,JD Unadkat,Delhi Daredevils,6,1,0,0,16.67
2014,YS Chahal,Royal Challengers Bangalore,1,1,0,0,100.0
2014,M Vohra,Kings XI Punjab,232,324,27,16,139.66
2014,S Kaul,Delhi Daredevils,2,2,0,0,100.0
2014,AN Ahmed,Royal Challengers Bangalore,1,4,1,0,400.0
2014,WD Parnell,Delhi Daredevils,2,2,0,0,100.0
2015,R Ashwin,Chennai Super Kings,32,52,6,1,162.5
2015,CM Gautam,Delhi Daredevils,5,4,0,0,80.0
2015,JA Morkel,Delhi Daredevils,65,86,9,2,132.31
2015,KK Nair,Rajasthan Royals,145,181,18,5,124.83
2015,DJ Hooda,Rajasthan Royals,95,151,6,11,158.95
2015,S Nadeem,Delhi Daredevils,7,2,0,0,28.57
2015,BE Hendricks,Kings XI Punjab,2,1,0,0,50.0
2016,AT Rayudu,Mumbai Indians,277,334,28,12,120.58
2016,CR Brathwaite,Delhi Daredevils,38,83,6,8,218.42
2016,CH Morris,Delhi Daredevils,109,195,15,12,178.9
2016,RV Uthappa,Kolkata Knight Riders,288,394,45,8,136.81
2023,S Dube,Chennai Super Kings,264,418,12,35,158.33
2023,KR Mayers,Lucknow Super Giants,258,373,38,21,144.57
2023,JC Buttler,Rajasthan Royals,281,388,41,14,138.08
2023,R Parag,Rajasthan Royals,65,78,4,5,120.0
2023,KD Karthik,Royal Challengers Bangalore,104,140,13,5,134.62
2016,GJ Maxwell,Kings XI Punjab,124,179,14,8,144.35
2016,SN Khan,Royal Challengers Bangalore,31,66,7,4,212.9
2016,JA Morkel,Rising Pune Supergiants,9,16,0,2,177.78
2016,Bipul Sharma,Sunrisers Hyderabad,25,51,1,5,204.0
2017,TM Head,Royal Challengers Bangalore,108,151,9,6,139.81
2017,A Choudhary,Royal Challengers Bangalore,20,25,1,1,125.0
2017,AM Rahane,Rising Pune Supergiant,323,382,35,9,118.27
2017,AJ Finch,Gujarat Lions,182,300,25,19,164.84
2017,G Gambhir,Kolkata Knight Riders,389,498,62,7,128.02
2017,AR Patel,Kings XI Punjab,162,227,11,11,140.12
2017,SV Samson,Delhi Daredevils,273,386,32,19,141.39
2017,A Zampa,Rising Pune Supergiant,7,5,1,0,71.43
2017,RA Jadeja,Gujarat Lions,113,158,13,4,139.82
2017,AD Nath,Gujarat Lions,1,0,0,0,0.0
2017,UT Yadav,Kolkata Knight Riders,13,10,0,0,76.92
2017,PJ Sangwan,Gujarat Lions,4,2,0,0,50.0
2017,LMP Simmons,Mumbai Indians,112,137,10,8,122.32
2017,MM Patel,Gujarat Lions,1,0,0,0,0.0
2018,DT Christian,Delhi Daredevils,32,26,0,1,81.25
2018,PJ Sangwan,Mumbai Indians,4,0,0,0,0.0
2018,PP Chawla,Kolkata Knight Riders,34,27,1,1,79.41
2018,Anureet Singh,Rajasthan Royals,4,3,0,0,75.0
2019,AB de Villiers,Royal Challengers Bangalore,287,442,31,26,154.01
2019,Mohammed Siraj,Royal Challengers Bangalore,12,4,0,0,33.33
2019,N Rana,Kolkata Knight Riders,235,344,27,21,146.38
2019,KMA Paul,Delhi Capitals,24,18,1,1,75.0
2019,Q de Kock,Mumbai Indians,396,529,45,25,133.59
2019,DJ Bravo,Chennai Super Kings,66,80,6,3,121.21
2019,RD Chahar,Mumbai Indians,11,12,2,0,109.09
2019,HF Gurney,Kolkata Knight Riders,5,1,0,0,20.0
2019,R Parag,Rajasthan Royals,126,160,17,5,126.98
2019,JL Denly,Kolkata Knight Riders,1,0,0,0,0.0
2019,Abhishek Sharma,Sunrisers Hyderabad,9,9,1,0,100.0
2019,STR Binny,Rajasthan Royals,40,70,5,4,175.0
2020/21,TA Boult,Mumbai Indians,1,0,0,0,0.0
2020/21,MS Dhoni,Chennai Super Kings,172,200,16,7,116.28
2020/21,KL Rahul,Kings XI Punjab,521,676,58,23,129.75
2020/21,S Dube,Royal Challengers Bangalore,105,129,5,9,122.86
2020/21,Abhishek Sharma,Sunrisers Hyderabad,56,71,6,3,126.79
2020/21,Washington Sundar,Royal Challengers Bangalore,95,111,10,2,116.84
2020/21,Mohammed Siraj,Royal Challengers Bangalore,14,17,2,0,121.43
2020/21,M Ashwin,Kings XI Punjab,4,4,0,0,100.0
2020/21,KK Ahmed,Sunrisers Hyderabad,2,0,0,0,0.0
2021,Shahbaz Ahmed,Royal Challengers Bangalore,53,59,4,2,111.32
2021,JD Unadkat,Rajasthan Royals,29,41,3,2,141.38
2021,CJ Jordan,Punjab Kings,21,32,1,3,152.38
2021,P Simran Singh,Punjab Kings,23,19,1,1,82.61
2021,Harpreet Brar,Punjab Kings,58,64,3,2,110.34
2021,NT Ellis,Punjab Kings,16,18,0,1,112.5
2021,S Kaul,Sunrisers Hyderabad,8,8,1,0,100.0
2021,RV Uthappa,Chennai Super Kings,84,115,8,5,136.9
2022,AT Rayudu,Chennai Super Kings,223,273,25,15,122.42
2022,AR Patel,Delhi Capitals,120,182,12,10,151.67
2022,HH Pandya,Gujarat Titans,370,486,49,12,131.35
2022,Abhishek Sharma,Sunrisers Hyderabad,319,425,47,13,133.23
2022,DJ Bravo,Chennai Super Kings,24,23,1,1,95.83
2022,CJ Jordan,Chennai Super Kings,8,11,0,0,137.5
2022,SS Prabhudessai,Royal Challengers Bangalore,58,67,7,2,115.52
2022,YS Chahal,Rajasthan Royals,8,5,0,0,62.5
2022,HR Shokeen,Mumbai Indians,48,43,5,0,89.58
2022,M Jansen,Sunrisers Hyderabad,7,9,0,1,128.57
2022,AS Roy,Kolkata Knight Riders,2,0,0,0,0.0
2023,UT Yadav,Kolkata Knight Riders,18,19,1,0,105.56
2023,A Zampa,Rajasthan Royals,16,10,0,0,62.5
2023,Atharva Taide,Punjab Kings,129,186,20,6,144.19
2023,D Wiese,Kolkata Knight Riders,11,21,0,3,190.91
2023,Naveen-ul-Haq,Lucknow Super Giants,20,16,2,0,80.0
2023,TU Deshpande,Chennai Super Kings,1,0,0,0,0.0
2023,Sanvir Singh,Sunrisers Hyderabad,9,11,1,1,122.22
2023,Fazalhaq Farooqi,Sunrisers Hyderabad,5,1,0,0,20.0
2023,DG Nalkande,Gujarat Titans,1,0,0,0,0.0
