season,bowler,bowling_team,balls_bowled,runs_conceded,wickets,economy
2012,Pankaj Singh,Rajasthan Royals,126,169,7,8.05
2012,STR Binny,Rajasthan Royals,60,78,3,7.8
2012,A Chandila,Rajasthan Royals,84,86,5,6.14
2012,SW Tait,Rajasthan Royals,137,125,6,5.47
2012,AD Russell,Delhi Daredevils,96,159,1,9.94
2012,K Upadhyay,Pune Warriors,24,33,0,8.25
2013,L Balaji,Kolkata Knight Riders,300,375,12,7.5
2013,NLTC Perera,Sunrisers Hyderabad,358,463,19,7.76
2013,DJ Hussey,Kings XI Punjab,66,89,0,8.09
2013,DS Kulkarni,Mumbai Indians,112,140,8,7.5
2014,SL Malinga,Mumbai Indians,235,244,16,6.23
2014,PP Ojha,Mumbai Indians,276,366,4,7.96
2014,M Morkel,Kolkata Knight Riders,288,339,12,7.06
2014,P Negi,Chennai Super Kings,42,74,0,10.57
2014,MC Henriques,Sunrisers Hyderabad,60,93,4,9.3
2014,Karanveer Singh,Kings XI Punjab,120,158,11,7.9
2015,Iqbal Abdulla,Royal Challengers Bangalore,114,142,4,7.47
2015,Gurkeerat Singh,Kings XI Punjab,54,64,3,7.11
2016,NM Coulter-Nile,Delhi Daredevils,90,106,3,7.07
2016,B Kumar,Sunrisers Hyderabad,396,462,23,7.0
2016,SB Jakati,Gujarat Lions,120,174,1,8.7
2016,DW Steyn,Gujarat Lions,12,16,0,8.0
2016,JP Duminy,Delhi Daredevils,42,54,2,7.71
2016,Yuvraj Singh,Sunrisers Hyderabad,37,51,0,8.27
2017,S Aravind,Royal Challengers Bangalore,183,268,5,8.79
2017,DT Christian,Rising Pune Supergiant,240,289,11,7.23
2017,I Sharma,Kings XI Punjab,108,172,0,9.56
2017,NB Singh,Gujarat Lions,24,14,1,3.5
2017,RA Tripathi,Rising Pune Supergiant,6,12,0,12.0
2017,R Tewatia,Kings XI Punjab,54,48,3,5.33
2017,HV Patel,Royal Challengers Bangalore,24,42,3,10.5
2018,R Ashwin,Kings XI Punjab,304,399,10,7.88
2018,YS Chahal,Royal Challengers Bangalore,300,346,12,6.92
2018,K Khejroliya,Royal Challengers Bangalore,65,102,2,9.42
2018,JD Unadkat,Rajasthan Royals,302,478,11,9.5
2018,B Laughlin,Rajasthan Royals,126,202,9,9.62
2018,SN Thakur,Chennai Super Kings,280,416,16,8.91
2018,A Dananjaya,Mumbai Indians,24,46,0,11.5
2018,HV Patel,Delhi Daredevils,105,160,7,9.14
2019,AD Russell,Kolkata Knight Riders,181,286,11,9.48
2019,Rashid Khan,Sunrisers Hyderabad,363,380,17,6.28
2019,K Rabada,Delhi Capitals,288,363,26,7.56
2019,A Mishra,Delhi Capitals,240,267,10,6.68
2019,CV Varun,Kings XI Punjab,18,35,1,11.67
2019,O Thomas,Rajasthan Royals,60,75,5,7.5
2019,AS Roy,Mumbai Indians,12,8,1,4.0
2019,S Sandeep Warrier,Kolkata Knight Riders,72,84,2,7.0
2019,K Khejroliya,Royal Challengers Bangalore,30,45,1,9.0
2020/21,JL Pattinson,Mumbai Indians,213,311,11,8.76
2020/21,K Gowtham,Kings XI Punjab,48,84,1,10.5
2020/21,MM Sharma,Delhi Capitals,24,44,1,11.0
2020/21,JD Unadkat,Rajasthan Royals,138,220,4,9.57
2020/21,R Tewatia,Rajasthan Royals,276,315,10,6.85
2020/21,A Mishra,Delhi Capitals,60,70,3,7.0
2020/21,I Sharma,Delhi Capitals,18,24,0,8.0
2020/21,Monu Kumar,Chennai Super Kings,12,14,0,7.0
2021,SM Curran,Chennai Super Kings,198,317,9,9.61
2021,SN Thakur,Chennai Super Kings,359,494,21,8.26
2021,B Kumar,Sunrisers Hyderabad,252,328,6,7.81
2021,JO Holder,Sunrisers Hyderabad,191,231,16,7.26
2021,K Yadav,Rajasthan Royals,12,16,0,8.0
2022,Lalit Yadav,Delhi Capitals,108,142,4,7.89
2022,Sandeep Sharma,Punjab Kings,120,146,2,7.3
2022,SS Iyer,Kolkata Knight Riders,6,7,0,7.0
2022,MK Lomror,Royal Challengers Bangalore,12,18,0,9.0
2023,SM Curran,Punjab Kings,287,477,10,9.97
2023,MA Wood,Lucknow Super Giants,96,124,11,7.75
2023,B Kumar,Sunrisers Hyderabad,306,408,16,8.0
2023,R Ashwin,Rajasthan Royals,294,352,14,7.18
2023,NA Saini,Rajasthan Royals,12,23,0,11.5
2023,Akash Deep,Royal Challengers Bangalore,30,49,1,9.8
2023,JC Archer,Mumbai Indians,120,170,2,8.5
2023,MR Marsh,Delhi Capitals,121,159,12,7.88
2023,Sandeep Sharma,Rajasthan Royals,276,382,10,8.3
2023,LH Ferguson,Kolkata Knight Riders,46,80,1,10.43
2024,SZ Mulani,Mumbai Indians,30,54,0,10.8
2024,R Ravindra,Chennai Super Kings,12,7,0,3.5
2024,JA Richardson,Delhi Capitals,24,38,0,9.5
2024,SH Johnson,Gujarat Titans,96,148,4,9.25
2024,N Wadhera,Mumbai Indians,12,13,0,6.5
2025,SP Narine,Kolkata Knight Riders,270,345,12,7.67
2025,TU Deshpande,Rajasthan Royals,192,320,9,10.0
2025,PVD Chameera,Delhi Capitals,102,188,4,11.06
2025,T Natarajan,Delhi Capitals,25,53,1,12.72
2007/08,P Kumar,Royal Challengers Bangalore,268,352,11,7.88
2007/08,Joginder Sharma,Chennai Super Kings,148,216,8,8.76
2007/08,Harbhajan Singh,Mumbai Indians,60,79,5,7.9
2007/08,D Kalyankrishna,Deccan Chargers,48,85,2,10.63
2007/08,VRV Singh,Kings XI Punjab,288,403,11,8.4
2007/08,Shoaib Malik,Delhi Daredevils,51,76,2,8.94
2007/08,V Kohli,Royal Challengers Bangalore,46,56,2,7.3
2007/08,Gagandeep Singh,Kings XI Punjab,84,141,3,10.07
2007/08,PM Sarvesh Kumar,Deccan Chargers,30,41,1,8.2
2007/08,RA Jadeja,Rajasthan Royals,13,21,0,9.69
2009,DJ Bravo,Mumbai Indians,199,246,11,7.42
2009,ST Jayasuriya,Mumbai Indians,114,154,7,8.11
2009,AD Mascarenhas,Rajasthan Royals,116,132,6,6.83
2009,KP Pietersen,Royal Challengers Bangalore,78,79,4,6.08
2009,L Balaji,Chennai Super Kings,224,311,13,8.33
2009,RG Sharma,Deccan Chargers,138,159,11,6.91
2009/10,SL Malinga,Mumbai Indians,294,320,15,6.53
2009/10,DP Nannes,Delhi Daredevils,206,208,7,6.06
2009/10,IK Pathan,Kings XI Punjab,278,414,15,8.94
2009/10,PP Chawla,Kings XI Punjab,294,361,12,7.37
2009/10,Bipul Sharma,Kings XI Punjab,60,94,3,9.4
2009/10,T Thushara,Chennai Super Kings,87,89,5,6.14
2009/10,KAJ Roach,Deccan Chargers,48,76,0,9.5
2009/10,CL White,Royal Challengers Bangalore,6,18,0,18.0
2011,R Bhatia,Kolkata Knight Riders,192,204,8,6.38
2011,JA Morkel,Chennai Super Kings,270,371,15,8.24
2011,A Singh,Rajasthan Royals,171,211,9,7.4
2011,DT Christian,Deccan Chargers,274,332,11,7.27
2011,V Kohli,Royal Challengers Bangalore,102,134,2,7.88
2011,DB Ravi Teja,Deccan Chargers,6,9,0,9.0
2012,DE Bollinger,Chennai Super Kings,108,152,8,8.44
2012,RE van der Merwe,Delhi Daredevils,60,59,2,5.9
2012,J Botha,Rajasthan Royals,246,292,9,7.12
2012,JD Ryder,Pune Warriors,42,68,1,9.71
2012,KP Pietersen,Delhi Daredevils,36,49,0,8.17
2012,RR Bhatkal,Royal Challengers Bangalore,12,35,0,17.5
2012,DS Kulkarni,Mumbai Indians,48,59,6,7.38
2013,SP Narine,Kolkata Knight Riders,384,347,22,5.42
2013,IK Pathan,Delhi Daredevils,308,374,10,7.29
2013,J Botha,Delhi Daredevils,100,107,5,6.42
2013,MG Johnson,Mumbai Indians,384,436,24,6.81
2013,JJ Bumrah,Mumbai Indians,42,67,3,9.57
2013,Azhar Mahmood,Kings XI Punjab,263,326,15,7.44
2013,GH Vihari,Sunrisers Hyderabad,36,37,1,6.17
2013,MC Henriques,Royal Challengers Bangalore,127,180,7,8.5
2013,JO Holder,Chennai Super Kings,120,163,2,8.15
2013,GB Hogg,Rajasthan Royals,20,29,0,8.7
2013,AN Ahmed,Mumbai Indians,42,45,3,6.43
2014,R Sharma,Delhi Daredevils,36,65,1,10.83
2014,MM Sharma,Chennai Super Kings,323,451,23,8.38
2014,KW Richardson,Rajasthan Royals,162,201,9,7.44
2014,M Muralitharan,Royal Challengers Bangalore,96,121,3,7.56
2014,HV Patel,Royal Challengers Bangalore,66,107,4,9.73
2014,RN ten Doeschate,Kolkata Knight Riders,30,35,1,7.0
2014,K Santokie,Mumbai Indians,48,87,3,10.88
2015,UT Yadav,Kolkata Knight Riders,252,365,10,8.69
2015,R Vinay Kumar,Mumbai Indians,261,362,7,8.32
2015,I Sharma,Sunrisers Hyderabad,84,150,1,10.71
2015,VR Aaron,Royal Challengers Bangalore,104,164,3,9.46
2015,Yuvraj Singh,Delhi Daredevils,54,71,1,7.89
2015,Ankit Sharma,Rajasthan Royals,84,108,3,7.71
2015,Bipul Sharma,Sunrisers Hyderabad,42,50,3,7.14
2015,DR Smith,Chennai Super Kings,12,17,1,8.5
2016,PV Tambe,Gujarat Lions,96,142,5,8.88
2016,Ankit Sharma,Rising Pune Supergiants,66,78,1,7.09
2016,STR Binny,Royal Challengers Bangalore,102,132,1,7.76
2016,AB Dinda,Rising Pune Supergiants,183,218,11,7.15
2017,SB Jakati,Gujarat Lions,30,46,0,9.2
2017,A Mishra,Delhi Daredevils,233,339,10,8.73
2017,P Negi,Royal Challengers Bangalore,193,190,16,5.91
2017,MG Johnson,Mumbai Indians,120,135,7,6.75
2018,AJ Tye,Kings XI Punjab,336,430,24,7.68
2018,GJ Maxwell,Delhi Daredevils,96,130,5,8.13
2018,CJ Dala,Delhi Daredevils,18,33,0,11.0
2018,CR Brathwaite,Sunrisers Hyderabad,61,91,5,8.95
2019,I Sharma,Delhi Capitals,276,337,13,7.33
2019,M Markande,Mumbai Indians,36,58,1,9.67
2019,JP Behrendorff,Mumbai Indians,114,162,5,8.53
2019,YK Pathan,Sunrisers Hyderabad,6,8,0,8.0
2019,DW Steyn,Royal Challengers Bangalore,48,69,4,8.63
2020/21,PP Chawla,Chennai Super Kings,126,188,6,8.95
2020/21,SS Cottrell,Kings XI Punjab,120,161,6,8.05
2020/21,R Ashwin,Delhi Capitals,306,385,13,7.55
2020/21,Navdeep Saini,Royal Challengers Bangalore,280,366,7,7.84
2020/21,JC Archer,Rajasthan Royals,334,353,20,6.34
2020/21,Avesh Khan,Delhi Capitals,24,41,0,10.25
2020/21,CJ Green,Kolkata Knight Riders,17,24,0,8.47
2021,DT Christian,Royal Challengers Bangalore,100,151,4,9.06
2021,MM Ali,Chennai Super Kings,152,159,6,6.28
2021,PJ Cummins,Kolkata Knight Riders,161,226,9,8.42
2021,Shivam Mavi,Kolkata Knight Riders,193,217,11,6.75
2021,JDS Neesham,Mumbai Indians,54,66,5,7.33
2021,A Nortje,Delhi Capitals,182,174,12,5.74
2021,KM Asif,Chennai Super Kings,13,16,1,7.38
2022,UT Yadav,Kolkata Knight Riders,288,329,16,6.85
2022,SP Narine,Kolkata Knight Riders,336,305,9,5.45
2022,PWH de Silva,Royal Challengers Bangalore,342,425,26,7.46
2022,Mohammed Shami,Gujarat Titans,366,460,20,7.54
2022,B Kumar,Sunrisers Hyderabad,313,358,12,6.86
2022,NM Coulter-Nile,Rajasthan Royals,18,46,0,15.33
2022,VG Arora,Punjab Kings,107,161,3,9.03
2022,Tilak Varma,Mumbai Indians,12,13,0,6.5
2022,M Theekshana,Chennai Super Kings,210,259,12,7.4
2022,KR Sen,Rajasthan Royals,151,230,8,9.14
2022,FA Allen,Mumbai Indians,24,46,1,11.5
2022,R Sai Kishore,Gujarat Titans,96,119,6,7.44
2023,Sikandar Raza,Punjab Kings,72,111,3,9.25
2023,KK Ahmed,Delhi Capitals,198,281,9,8.52
2023,K Gowtham,Lucknow Super Giants,96,114,3,7.13
2023,JO Holder,Rajasthan Royals,171,279,4,9.79
2023,DJ Hooda,Lucknow Super Giants,6,8,0,8.0
2023,R Tewatia,Gujarat Titans,13,14,0,6.46
2023,Gurnoor Brar,Punjab Kings,18,38,0,12.67
2023,AJ Hosein,Sunrisers Hyderabad,24,40,1,10.0
2023,JE Root,Rajasthan Royals,12,14,0,7.0
2024,B Kumar,Sunrisers Hyderabad,342,514,11,9.02
2024,Azmatullah Omarzai,Gujarat Titans,126,181,4,8.62
2024,JJ Bumrah,Mumbai Indians,311,307,20,5.92
2024,PP Chawla,Mumbai Indians,210,303,13,8.66
2024,Abhishek Sharma,Sunrisers Hyderabad,42,51,2,7.29
2024,H Sharma,Royal Challengers Bengaluru,12,29,0,14.5
2024,Lalit Yadav,Delhi Capitals,18,56,0,18.67
2024,SN Thakur,Chennai Super Kings,190,298,5,9.41
2024,R Sai Kishore,Gujarat Titans,90,134,7,8.93
2025,Ravi Bishnoi,Lucknow Super Giants,222,390,9,10.54
2025,Harsh Dubey,Sunrisers Hyderabad,60,97,5,9.7
2007/08,SD Chitnis,Mumbai Indians,36,54,2,9.0
2007/08,TM Dilshan,Delhi Daredevils,6,3,1,3.0
2009,T Henderson,Rajasthan Royals,36,40,1,6.67
2009,Harmeet Singh,Deccan Chargers,137,187,3,8.19
2009,SB Styris,Deccan Chargers,48,63,5,7.88
2009,V Kohli,Royal Challengers Bangalore,36,43,0,7.17
2009,KP Appanna,Royal Challengers Bangalore,72,87,2,7.25
2009,MF Maharoof,Delhi Daredevils,60,58,4,5.8
2009,CK Langeveldt,Kolkata Knight Riders,24,14,3,3.5
2009,RA Shaikh,Mumbai Indians,6,11,0,11.0
2009/10,Z Khan,Mumbai Indians,290,371,15,7.68
2009/10,PJ Sangwan,Delhi Daredevils,186,244,9,7.87
2009/10,DW Steyn,Royal Challengers Bangalore,354,377,15,6.39
2009/10,UT Yadav,Delhi Daredevils,144,172,6,7.17
2009/10,AC Voges,Rajasthan Royals,54,74,0,8.22
2009/10,CH Gayle,Kolkata Knight Riders,96,138,4,8.63
2009/10,B Lee,Kings XI Punjab,87,135,0,9.31
2009/10,DJ Hussey,Kolkata Knight Riders,60,80,0,8.0
2009/10,CRD Fernando,Mumbai Indians,114,125,7,6.58
2011,IK Pathan,Delhi Daredevils,275,321,11,7.0
2011,JP Duminy,Deccan Chargers,108,140,4,7.78
2011,SB Styris,Chennai Super Kings,6,13,0,13.0
2011,Shakib Al Hasan,Kolkata Knight Riders,153,168,11,6.59
2011,J Syed Mohammad,Royal Challengers Bangalore,90,126,5,8.4
2011,MK Tiwary,Kolkata Knight Riders,12,22,0,11.0
2011,NL McCullum,Pune Warriors,30,34,0,6.8
2011,B Chipli,Deccan Chargers,6,20,0,20.0
2011,LRPL Taylor,Rajasthan Royals,6,11,0,11.0
2012,R Bhatia,Kolkata Knight Riders,319,384,13,7.22
2012,SP Narine,Kolkata Knight Riders,355,318,24,5.37
2012,RP Singh,Mumbai Indians,246,296,10,7.22
2012,A Ashish Reddy,Deccan Chargers,163,227,11,8.36
2013,JH Kallis,Kolkata Knight Riders,318,375,16,7.08
2013,B Kumar,Pune Warriors,342,344,13,6.04
2013,S Sreesanth,Rajasthan Royals,130,150,5,6.92
2013,MR Marsh,Pune Warriors,116,176,7,9.1
2013,V Sehwag,Delhi Daredevils,6,9,0,9.0
2013,IC Pandey,Pune Warriors,24,45,1,11.25
2013,P Negi,Delhi Daredevils,24,26,0,6.5
2013,Bipul Sharma,Kings XI Punjab,24,21,1,5.25
2013,GJ Maxwell,Mumbai Indians,12,23,0,11.5
2014,JP Faulkner,Rajasthan Royals,264,407,11,9.25
2014,STR Binny,Rajasthan Royals,54,64,3,7.11
2014,IC Pandey,Chennai Super Kings,252,315,6,7.5
2014,TG Southee,Rajasthan Royals,60,73,0,7.3
2014,Iqbal Abdulla,Rajasthan Royals,12,17,0,8.5
2015,CJ Anderson,Mumbai Indians,24,33,1,8.25
2015,PP Ojha,Mumbai Indians,12,23,0,11.5
2015,Imran Tahir,Delhi Daredevils,213,297,15,8.37
2015,A Mishra,Delhi Daredevils,241,301,9,7.49
2015,JP Duminy,Delhi Daredevils,102,121,8,7.12
2015,Sandeep Sharma,Kings XI Punjab,300,338,13,6.76
2015,AR Patel,Kings XI Punjab,280,382,13,8.19
2015,RS Bopara,Sunrisers Hyderabad,120,153,6,7.65
2015,DW Steyn,Sunrisers Hyderabad,114,168,3,8.84
2015,HH Pandya,Mumbai Indians,102,171,1,10.06
2015,SK Raina,Chennai Super Kings,72,87,2,7.25
2016,JW Hastings,Kolkata Knight Riders,40,35,2,5.25
2016,MM Sharma,Kings XI Punjab,291,394,13,8.12
2016,P Sahu,Kings XI Punjab,105,144,3,8.23
2016,AF Milne,Royal Challengers Bangalore,24,38,1,9.5
2016,SR Watson,Royal Challengers Bangalore,339,462,20,8.18
2016,Parvez Rasool,Royal Challengers Bangalore,84,129,1,9.21
2016,SK Raina,Gujarat Lions,60,81,0,8.1
2016,Imran Tahir,Delhi Daredevils,96,137,5,8.56
2016,CH Gayle,Royal Challengers Bangalore,60,57,2,5.7
2016,BCJ Cutting,Sunrisers Hyderabad,67,79,5,7.07
2017,Iqbal Abdulla,Royal Challengers Bangalore,30,51,2,10.2
2017,MJ Henry,Kings XI Punjab,30,70,1,14.0
2018,JJ Bumrah,Mumbai Indians,324,358,17,6.63
2018,M Markande,Mumbai Indians,264,364,15,8.27
2018,N Rana,Kolkata Knight Riders,37,43,4,6.97
2018,CJ Anderson,Royal Challengers Bangalore,52,110,3,12.69
2018,JC Archer,Rajasthan Royals,233,309,15,7.96
2018,MM Ali,Royal Challengers Bangalore,79,95,3,7.22
2019,MM Ali,Royal Challengers Bangalore,150,168,6,6.72
2019,M Prasidh Krishna,Kolkata Knight Riders,248,374,5,9.05
2019,JJ Bumrah,Mumbai Indians,374,401,20,6.43
2019,Mohammed Shami,Kings XI Punjab,324,461,19,8.54
2019,GC Viljoen,Kings XI Punjab,138,210,7,9.13
2019,Mohammad Nabi,Sunrisers Hyderabad,175,194,8,6.65
2019,VR Aaron,Rajasthan Royals,72,114,4,9.5
2020/21,CJ Jordan,Kings XI Punjab,195,299,9,9.2
2020/21,Ravi Bishnoi,Kings XI Punjab,306,362,12,7.1
2020/21,B Kumar,Sunrisers Hyderabad,85,95,3,6.71
2020/21,T Natarajan,Sunrisers Hyderabad,377,491,16,7.81
2020/21,TK Curran,Rajasthan Royals,109,200,3,11.01
2020/21,S Sandeep Warrier,Kolkata Knight Riders,18,31,0,10.33
2020/21,Shivam Mavi,Kolkata Knight Riders,156,206,9,7.92
2020/21,MJ Santner,Chennai Super Kings,42,53,2,7.57
2021,YS Chahal,Royal Challengers Bangalore,318,369,18,6.96
2021,Mohammed Shami,Punjab Kings,316,387,19,7.35
2021,DR Sams,Royal Challengers Bangalore,36,37,1,6.17
2021,Kartik Tyagi,Rajasthan Royals,84,112,4,8.0
2021,VR Iyer,Kolkata Knight Riders,51,66,3,7.76
2021,TG Southee,Kolkata Knight Riders,72,93,3,7.75
2021,AK Markram,Punjab Kings,24,22,0,5.5
2021,GD Phillips,Rajasthan Royals,12,19,1,9.5
2022,AD Russell,Kolkata Knight Riders,169,266,17,9.44
2022,SN Thakur,Delhi Capitals,290,439,15,9.08
2022,KA Pollard,Mumbai Indians,84,122,4,8.71
2022,J Suchith,Sunrisers Hyderabad,108,132,7,7.33
2022,MR Marsh,Delhi Capitals,72,98,4,8.17
2023,TG Southee,Kolkata Knight Riders,36,79,2,13.17
2023,NT Ellis,Punjab Kings,228,326,13,8.58
2023,Kuldeep Yadav,Delhi Capitals,294,355,10,7.24
2023,T Natarajan,Sunrisers Hyderabad,270,404,10,8.98
2023,TA Boult,Rajasthan Royals,228,300,13,7.89
2023,Arshad Khan,Mumbai Indians,85,176,5,12.42
2023,DJ Willey,Royal Challengers Bangalore,90,101,3,6.73
2023,AK Markram,Sunrisers Hyderabad,49,70,1,8.57
2023,M Jansen,Sunrisers Hyderabad,162,231,10,8.56
2023,PWH de Silva,Royal Challengers Bangalore,174,256,9,8.83
2023,K Khejroliya,Kolkata Knight Riders,26,60,2,13.85
2024,Mohammed Siraj,Royal Challengers Bengaluru,324,469,15,8.69
2024,Harpreet Brar,Punjab Kings,228,297,7,7.82
2024,Rasikh Salam,Delhi Capitals,147,260,9,10.61
2024,RJW Topley,Royal Challengers Bengaluru,90,163,4,10.87
2024,VR Iyer,Kolkata Knight Riders,6,28,0,28.0
2024,Sikandar Raza,Punjab Kings,12,22,0,11.0
2024,M Theekshana,Chennai Super Kings,120,143,2,7.15
2024,Akash Deep,Royal Challengers Bengaluru,21,53,1,15.14
2024,Suyash Sharma,Kolkata Knight Riders,24,50,0,12.5
2024,Tilak Varma,Mumbai Indians,4,8,0,12.0
2024,RJ Gleeson,Chennai Super Kings,47,67,1,8.55
2024,Simarjeet Singh,Chennai Super Kings,72,113,5,9.42
2024,R Dhawan,Punjab Kings,18,34,0,11.33
2024,AK Markram,Sunrisers Hyderabad,12,14,0,7.0
2025,PVSN Raju,Mumbai Indians,24,48,1,12.0
2025,MA Starc,Delhi Capitals,233,366,14,9.42
2025,Rashid Khan,Gujarat Titans,330,508,9,9.24
2025,GJ Maxwell,Punjab Kings,78,106,4,8.15
2025,R Parag,Rajasthan Royals,120,161,3,8.05
2025,JD Unadkat,Sunrisers Hyderabad,143,172,11,7.22
2025,JJ Bumrah,Mumbai Indians,284,311,18,6.57
2025,N Wadhera,Punjab Kings,5,9,0,10.8
2025,Karim Janat,Gujarat Titans,6,30,0,30.0
2025,W O'Rourke,Lucknow Super Giants,62,129,6,12.48
2025,A Badoni,Lucknow Super Giants,10,13,2,7.8
2025,P Dubey,Punjab Kings,12,20,1,10.0
2007/08,S Sreesanth,Kings XI Punjab,307,402,19,7.86
2007/08,DL Vettori,Delhi Daredevils,48,54,2,6.75
2007/08,WPUJC Vaas,Deccan Chargers,102,144,5,8.47
2007/08,SB Bangar,Deccan Chargers,150,212,4,8.48
2007/08,JA Morkel,Chennai Super Kings,288,370,17,7.71
2007/08,A Mishra,Delhi Daredevils,119,134,11,6.76
2009,JH Kallis,Royal Challengers Bangalore,276,330,6,7.17
2009,B Akhil,Royal Challengers Bangalore,66,77,4,7.0
2009,M Morkel,Rajasthan Royals,42,38,0,5.43
2009,AB McDonald,Delhi Daredevils,18,22,0,7.33
2009/10,LR Shukla,Kolkata Knight Riders,72,106,3,8.83
2009/10,BJ Hodge,Kolkata Knight Riders,30,41,2,8.2
2009/10,A Mishra,Delhi Daredevils,318,347,17,6.55
2009/10,SC Ganguly,Kolkata Knight Riders,24,42,0,10.5
2009/10,SE Bond,Kolkata Knight Riders,186,218,9,7.03
2009/10,DJ Bravo,Mumbai Indians,157,223,4,8.52
2009/10,KP Pietersen,Royal Challengers Bangalore,60,77,3,7.7
2009/10,KP Appanna,Royal Challengers Bangalore,42,49,1,7.0
2009/10,DL Vettori,Delhi Daredevils,70,95,2,8.14
2009/10,BAW Mendis,Kolkata Knight Riders,48,60,2,7.5
2009/10,B Akhil,Royal Challengers Bangalore,6,6,0,6.0
2011,R Vinay Kumar,Kochi Tuskers Kerala,268,325,12,7.28
2011,NJ Rimmington,Kings XI Punjab,18,19,0,6.33
2011,P Prasanth,Kochi Tuskers Kerala,6,18,0,18.0
2011,SS Mundhe,Pune Warriors,6,5,1,5.0
2012,SB Jakati,Chennai Super Kings,246,330,9,8.05
2012,BA Bhatt,Kings XI Punjab,99,134,2,8.12
2012,CJ McKay,Mumbai Indians,42,60,1,8.57
2012,SC Ganguly,Pune Warriors,60,93,2,9.3
2012,NLTC Perera,Mumbai Indians,15,27,0,10.8
2012,S Dhawan,Deccan Chargers,36,54,3,9.0
2012,AUK Pathan,Royal Challengers Bangalore,6,14,0,14.0
2012,BW Hilfenhaus,Chennai Super Kings,204,220,14,6.47
2013,Yuvraj Singh,Pune Warriors,132,151,6,6.86
2013,A Mishra,Sunrisers Hyderabad,372,383,21,6.18
2013,KK Cooper,Rajasthan Royals,324,424,19,7.85
2013,AS Rajpoot,Chennai Super Kings,24,34,1,8.5
2013,RJ Harris,Kings XI Punjab,72,70,1,5.83
2013,PP Chawla,Kings XI Punjab,350,416,11,7.13
2013,SMSM Senanayake,Kolkata Knight Riders,192,206,9,6.44
2013,MS Gony,Kings XI Punjab,168,249,7,8.89
2013,RG Sharma,Mumbai Indians,8,5,0,3.75
2014,Z Khan,Mumbai Indians,134,142,5,6.36
2014,P Awana,Kings XI Punjab,141,236,7,10.04
2014,Y Venugopal Rao,Sunrisers Hyderabad,12,16,0,8.0
2015,CH Morris,Rajasthan Royals,258,304,14,7.07
2015,DS Kulkarni,Rajasthan Royals,210,261,13,7.46
2015,TA Boult,Sunrisers Hyderabad,168,222,9,7.93
2015,P Kumar,Sunrisers Hyderabad,216,315,7,8.75
2015,MJ McClenaghan,Mumbai Indians,282,363,18,7.72
2016,R Ashwin,Rising Pune Supergiants,264,299,9,6.8
2016,P Kumar,Gujarat Lions,309,383,9,7.44
2016,TG Southee,Mumbai Indians,258,319,9,7.42
2016,P Negi,Delhi Daredevils,54,84,1,9.33
2016,KJ Abbott,Kings XI Punjab,96,169,2,10.56
2016,IK Pathan,Rising Pune Supergiants,48,61,0,7.63
2016,S Aravind,Royal Challengers Bangalore,175,205,11,7.03
2016,KA Pollard,Mumbai Indians,36,80,0,13.33
2016,R Sathish,Kolkata Knight Riders,36,57,1,9.5
2017,YS Chahal,Royal Challengers Bangalore,261,320,13,7.36
2017,KH Pandya,Mumbai Indians,240,266,9,6.65
2017,DR Smith,Gujarat Lions,78,144,2,11.08
2017,RD Chahar,Rising Pune Supergiant,42,54,2,7.71
2017,CR Brathwaite,Delhi Daredevils,36,65,1,10.83
2017,KC Cariappa,Kings XI Punjab,90,123,4,8.2
2017,KV Sharma,Mumbai Indians,184,209,13,6.82
2018,Washington Sundar,Royal Challengers Bangalore,120,186,4,9.3
2018,S Nadeem,Delhi Daredevils,90,159,3,10.6
2018,V Shankar,Delhi Daredevils,30,53,1,10.6
2018,Avesh Khan,Delhi Daredevils,114,200,4,10.53
2018,Basil Thampi,Sunrisers Hyderabad,61,113,5,11.11
2018,TG Southee,Royal Challengers Bangalore,174,251,5,8.66
2019,UT Yadav,Royal Challengers Bangalore,227,358,8,9.46
2019,LH Ferguson,Kolkata Knight Riders,102,178,2,10.47
2019,MJ McClenaghan,Mumbai Indians,108,136,3,7.56
2019,DS Kulkarni,Rajasthan Royals,210,324,6,9.26
2019,C de Grandhomme,Royal Challengers Bangalore,30,54,0,10.8
2020/21,YS Chahal,Royal Challengers Bangalore,343,389,21,6.8
2020/21,SP Narine,Kolkata Knight Riders,228,300,5,7.89
2020/21,CV Varun,Kolkata Knight Riders,312,355,17,6.83
2020/21,Mohammad Nabi,Sunrisers Hyderabad,24,20,0,5.0
2020/21,DR Sams,Delhi Capitals,72,109,0,9.08
2020/21,DA Warner,Sunrisers Hyderabad,1,1,0,6.0
2021,KA Jamieson,Royal Challengers Bangalore,168,252,9,9.0
2021,Mohammad Nabi,Sunrisers Hyderabad,48,86,2,10.75
2021,CV Varun,Kolkata Knight Riders,408,440,18,6.47
2021,Lalit Yadav,Delhi Capitals,84,101,4,7.21
2021,FA Allen,Punjab Kings,66,89,1,8.09
2021,KW Richardson,Royal Challengers Bangalore,18,28,1,9.33
2021,J Suchith,Sunrisers Hyderabad,42,66,0,9.43
2021,DS Kulkarni,Mumbai Indians,24,46,0,11.5
2022,Shivam Mavi,Kolkata Knight Riders,132,210,5,9.55
2022,S Dube,Chennai Super Kings,12,34,0,17.0
2022,LH Ferguson,Gujarat Titans,286,411,12,8.62
2022,R Parag,Rajasthan Royals,24,57,1,14.25
