season,bowler,bowling_team,balls_bowled,runs_conceded,wickets,economy
2024,V Kaverappa,Punjab Kings,24,36,2,9.0
2025,M Theekshana,Rajasthan Royals,252,384,11,9.14
2025,HV Patel,Sunrisers Hyderabad,263,387,16,8.83
2025,M Jansen,Punjab Kings,283,417,16,8.84
2025,MM Ali,Kolkata Knight Riders,96,133,6,8.31
2025,M Pathirana,Chennai Super Kings,251,387,13,9.25
2025,LH Ferguson,Punjab Kings,68,93,6,8.21
2025,A Kamboj,Chennai Super Kings,129,171,8,7.95
2025,KV Sharma,Mumbai Indians,90,127,7,8.47
2025,C Sakariya,Kolkata Knight Riders,18,38,0,12.67
2025,Suryansh Shedge,Punjab Kings,18,37,0,12.33
2025,L Ngidi,Royal Challengers Bengaluru,48,81,4,10.13
2007/08,JDP Oram,Chennai Super Kings,96,145,3,9.06
2007/08,M Muralitharan,Chennai Super Kings,348,377,11,6.5
2007/08,A Nehra,Mumbai Indians,269,332,12,7.41
2007/08,RP Singh,Deccan Chargers,308,424,15,8.26
2007/08,DJ Thornely,Mumbai Indians,42,38,3,5.43
2009,MS Gony,Chennai Super Kings,102,166,5,9.76
2009,Joginder Sharma,Chennai Super Kings,42,56,2,8.0
2009,VRV Singh,Kings XI Punjab,54,82,1,9.11
2009,M Kartik,Kolkata Knight Riders,204,189,4,5.56
2009,LR Shukla,Kolkata Knight Riders,84,95,3,6.79
2009,RA Jadeja,Rajasthan Royals,140,146,6,6.26
2009,SK Raina,Chennai Super Kings,166,163,7,5.89
2009,SM Harwood,Rajasthan Royals,60,61,3,6.1
2009,B Lee,Kings XI Punjab,120,93,5,4.65
2009/10,Jaskaran Singh,Deccan Chargers,84,125,6,8.93
2009/10,TM Dilshan,Delhi Daredevils,49,70,3,8.57
2009/10,S Ladda,Delhi Daredevils,90,141,4,9.4
2009/10,MM Patel,Rajasthan Royals,78,118,3,9.08
2009/10,R Vinay Kumar,Royal Challengers Bangalore,277,381,16,8.25
2009/10,MC Henriques,Delhi Daredevils,24,35,1,8.75
2009/10,K Goel,Kings XI Punjab,6,7,0,7.0
2009/10,JD Unadkat,Kolkata Knight Riders,62,85,4,8.23
2009/10,MR Marsh,Deccan Chargers,60,83,2,8.3
2011,JH Kallis,Kolkata Knight Riders,144,164,7,6.83
2011,M Muralitharan,Kochi Tuskers Kerala,114,137,2,7.21
2011,RV Gomez,Kochi Tuskers Kerala,90,123,5,8.2
2011,RE van der Merwe,Delhi Daredevils,89,90,5,6.07
2011,AC Thomas,Pune Warriors,231,287,11,7.45
2011,SR Watson,Rajasthan Royals,216,229,6,6.36
2011,AM Salvi,Delhi Daredevils,48,64,3,8.0
2011,I Malhotra,Deccan Chargers,6,23,0,23.0
2012,R Ashwin,Chennai Super Kings,395,419,14,6.36
2012,DJ Bravo,Chennai Super Kings,346,442,15,7.66
2012,B Lee,Kolkata Knight Riders,228,292,7,7.68
2012,P Kumar,Kings XI Punjab,378,412,9,6.54
2012,KMDN Kulasekara,Chennai Super Kings,84,90,4,6.43
2012,Y Venugopal Rao,Delhi Daredevils,12,26,0,13.0
2012,Sunny Gupta,Delhi Daredevils,18,45,0,15.0
2013,AD Russell,Delhi Daredevils,42,66,0,9.43
2013,DJ Bravo,Chennai Super Kings,375,480,32,7.68
2013,M Morkel,Delhi Daredevils,240,327,7,8.18
2013,RP Singh,Royal Challengers Bangalore,239,321,13,8.06
2013,JP Faulkner,Rajasthan Royals,379,411,28,6.51
2013,YK Pathan,Kolkata Knight Riders,54,72,1,8.0
2013,SR Watson,Rajasthan Royals,250,292,13,7.01
2013,RE van der Merwe,Delhi Daredevils,66,70,3,6.36
2013,DJG Sammy,Sunrisers Hyderabad,134,161,8,7.21
2013,RN ten Doeschate,Kolkata Knight Riders,18,24,0,8.0
2013,RV Gomez,Pune Warriors,6,5,0,5.0
2013,NM Coulter-Nile,Mumbai Indians,24,28,1,7.0
2014,SP Narine,Kolkata Knight Riders,390,416,21,6.4
2014,RA Jadeja,Chennai Super Kings,326,436,19,8.02
2014,DS Kulkarni,Rajasthan Royals,162,210,6,7.78
2014,R Bhatia,Rajasthan Royals,228,279,12,7.34
2014,RG Sharma,Mumbai Indians,18,26,1,8.67
2014,SA Yadav,Kolkata Knight Riders,6,8,0,8.0
2014,V Shankar,Chennai Super Kings,6,19,0,19.0
2014,KK Cooper,Rajasthan Royals,108,132,4,7.33
2015,DJG Sammy,Royal Challengers Bangalore,18,25,0,8.33
2015,KC Cariappa,Kolkata Knight Riders,12,28,1,14.0
2015,J Yadav,Delhi Daredevils,42,29,2,4.14
2016,MR Marsh,Rising Pune Supergiants,54,44,4,4.89
2016,R Vinay Kumar,Mumbai Indians,54,61,3,6.78
2016,MP Stoinis,Kings XI Punjab,138,191,8,8.3
2016,YS Chahal,Royal Challengers Bangalore,295,380,20,7.73
2016,KH Pandya,Mumbai Indians,187,225,6,7.22
2016,KW Richardson,Royal Challengers Bangalore,84,130,7,9.29
2016,DR Smith,Gujarat Lions,108,144,8,8.0
2016,JO Holder,Kolkata Knight Riders,78,98,2,7.54
2016,KC Cariappa,Kings XI Punjab,102,150,3,8.82
2016,A Zampa,Rising Pune Supergiants,102,110,12,6.47
2017,Bipul Sharma,Sunrisers Hyderabad,98,127,3,7.78
2017,DL Chahar,Rising Pune Supergiant,42,72,1,10.29
2017,MS Gony,Gujarat Lions,12,29,0,14.5
2017,Basil Thampi,Gujarat Lions,268,414,11,9.27
2017,Mustafizur Rahman,Sunrisers Hyderabad,16,33,0,12.38
2017,NM Coulter-Nile,Kolkata Knight Riders,170,220,15,7.76
2017,AD Mathews,Delhi Daredevils,30,55,0,11.0
2017,Mohammad Nabi,Sunrisers Hyderabad,66,58,2,5.27
2017,K Rabada,Delhi Daredevils,128,170,6,7.97
2017,MN Samuels,Delhi Daredevils,18,34,0,11.33
2017,R Vinay Kumar,Mumbai Indians,18,28,2,9.33
2018,Harbhajan Singh,Chennai Super Kings,191,268,7,8.42
2018,KH Pandya,Mumbai Indians,241,279,11,6.95
2018,M Ashwin,Royal Challengers Bangalore,42,50,3,7.14
2018,KK Ahmed,Sunrisers Hyderabad,18,37,0,12.33
2019,DL Chahar,Chennai Super Kings,387,463,22,7.18
2019,Rasikh Salam,Mumbai Indians,24,37,0,9.25
2019,K Gowtham,Rajasthan Royals,120,164,1,8.2
2019,S Gopal,Rajasthan Royals,288,342,20,7.13
2019,TG Southee,Royal Challengers Bangalore,54,110,1,12.22
2019,CR Brathwaite,Kolkata Knight Riders,18,26,0,8.67
2019,SE Rutherford,Delhi Capitals,41,54,1,7.9
2020/21,AJ Tye,Rajasthan Royals,24,47,1,11.75
2020/21,BA Stokes,Rajasthan Royals,90,145,2,9.67
2020/21,DJ Hooda,Kings XI Punjab,6,9,0,9.0
2021,TK Curran,Delhi Capitals,68,100,4,8.82
2021,AD Russell,Kolkata Knight Riders,114,180,11,9.47
2021,CH Morris,Rajasthan Royals,246,356,15,8.68
2021,JA Richardson,Punjab Kings,66,114,3,10.36
2021,Arshdeep Singh,Punjab Kings,248,327,18,7.91
2021,L Ngidi,Chennai Super Kings,72,122,5,10.17
2021,NM Coulter-Nile,Mumbai Indians,120,126,7,6.3
2021,Abdul Samad,Sunrisers Hyderabad,6,9,1,9.0
2021,S Sandeep Warrier,Kolkata Knight Riders,12,15,0,7.5
2022,AF Milne,Chennai Super Kings,15,19,0,7.6
2022,TS Mills,Mumbai Indians,102,184,6,10.82
2022,Shahbaz Ahmed,Royal Challengers Bangalore,210,326,4,9.31
2022,Mohsin Khan,Lucknow Super Giants,198,185,14,5.61
2022,TA Boult,Rajasthan Royals,372,473,16,7.63
2022,Mustafizur Rahman,Delhi Capitals,192,237,8,7.41
2022,SA Abbott,Sunrisers Hyderabad,24,44,1,11.0
2022,S Gopal,Sunrisers Hyderabad,18,34,1,11.33
2023,PP Chawla,Mumbai Indians,366,490,20,8.03
2023,Mustafizur Rahman,Delhi Capitals,42,79,1,11.29
2023,Lalit Yadav,Delhi Capitals,78,114,2,8.77
2023,Akash Singh,Chennai Super Kings,114,185,5,9.74
2023,Harshit Rana,Kolkata Knight Riders,102,140,5,8.24
2023,T Stubbs,Mumbai Indians,12,14,1,7.0
2024,AR Patel,Delhi Capitals,264,336,11,7.64
2024,TA Boult,Rajasthan Royals,320,425,16,7.97
2024,RA Jadeja,Chennai Super Kings,282,365,8,7.77
2024,R Shepherd,Mumbai Indians,72,154,1,12.83
2024,S Sandeep Warrier,Gujarat Titans,66,109,6,9.91
2024,PVD Chameera,Kolkata Knight Riders,18,47,0,15.67
2025,N Rana,Rajasthan Royals,12,18,0,9.0
2025,Mukesh Kumar,Delhi Capitals,237,385,12,9.75
2025,M Siddharth,Lucknow Super Giants,42,65,2,9.29
2025,Shahbaz Ahmed,Lucknow Super Giants,51,97,1,11.41
2025,B Kumar,Royal Challengers Bengaluru,312,477,17,9.17
2025,Washington Sundar,Gujarat Titans,65,109,1,10.06
2007/08,SM Pollock,Mumbai Indians,276,297,11,6.46
2007/08,PP Ojha,Deccan Chargers,222,264,10,7.14
2007/08,RR Raje,Mumbai Indians,98,132,5,8.08
2009,RR Raje,Mumbai Indians,41,67,1,9.8
2009,Kamran Khan,Rajasthan Royals,112,129,7,6.91
2009,P Kumar,Royal Challengers Bangalore,298,380,13,7.65
2009,PJ Sangwan,Delhi Daredevils,280,339,15,7.26
2009,RR Bose,Kings XI Punjab,12,24,0,12.0
2009,Yuvraj Singh,Kings XI Punjab,120,141,6,7.05
2009,A Mishra,Delhi Daredevils,253,283,14,6.71
2009,RE van der Merwe,Royal Challengers Bangalore,204,243,9,7.15
2009,RJ Harris,Deccan Chargers,186,222,6,7.16
2009/10,M Muralitharan,Chennai Super Kings,292,320,16,6.58
2009/10,RG Sharma,Deccan Chargers,114,147,2,7.74
2009/10,RS Bopara,Kings XI Punjab,78,118,5,9.08
2009/10,SK Raina,Chennai Super Kings,143,174,6,7.3
2009/10,KA Pollard,Mumbai Indians,222,262,15,7.08
2009/10,AB McDonald,Delhi Daredevils,84,137,5,9.79
2009/10,Iqbal Abdulla,Kolkata Knight Riders,51,61,1,7.18
2009/10,C Ganapathy,Chennai Super Kings,6,13,0,13.0
2009/10,SR Watson,Rajasthan Royals,132,177,6,8.05
2009/10,FY Fazal,Rajasthan Royals,12,20,0,10.0
2009/10,A Nehra,Delhi Daredevils,84,95,6,6.79
2009/10,STR Binny,Mumbai Indians,6,9,0,9.0
2009/10,ND Doshi,Royal Challengers Bangalore,24,16,1,4.0
2011,KA Pollard,Mumbai Indians,255,340,10,8.0
2011,WD Parnell,Pune Warriors,176,192,9,6.55
2011,RN ten Doeschate,Kolkata Knight Riders,6,6,0,6.0
2011,Yuvraj Singh,Pune Warriors,174,191,9,6.59
2011,R Ninan,Royal Challengers Bangalore,36,65,3,10.83
2011,Harmeet Singh,Deccan Chargers,42,47,3,6.71
2011,B Akhil,Kochi Tuskers Kerala,12,20,0,10.0
2011,B Kumar,Pune Warriors,66,66,3,6.0
2011,DJ Bravo,Chennai Super Kings,120,148,6,7.4
2012,M Morkel,Delhi Daredevils,378,434,25,6.89
2012,AB Dinda,Pune Warriors,144,156,9,6.5
2012,R Vinay Kumar,Royal Challengers Bangalore,335,464,19,8.31
2012,L Balaji,Kolkata Knight Riders,180,151,11,5.03
2012,JP Duminy,Deccan Chargers,72,98,1,8.17
2012,V Sehwag,Delhi Daredevils,24,45,0,11.25
2012,AM Nayar,Kings XI Punjab,6,16,0,16.0
2013,R Sharma,Pune Warriors,246,280,9,6.83
2013,A Ashish Reddy,Sunrisers Hyderabad,40,69,3,10.35
2014,GJ Maxwell,Kings XI Punjab,66,127,1,11.55
2014,PV Tambe,Rajasthan Royals,294,342,14,6.98
2014,A Mishra,Sunrisers Hyderabad,225,334,7,8.91
2014,Shivam Sharma,Kings XI Punjab,96,121,3,7.56
2014,S Gopal,Mumbai Indians,84,112,6,8.0
2014,Parvez Rasool,Sunrisers Hyderabad,54,80,1,8.89
2014,SB Jakati,Royal Challengers Bangalore,22,41,0,11.18
2015,NLTC Perera,Kings XI Punjab,36,54,1,9.0
2015,P Negi,Chennai Super Kings,180,249,6,8.3
2015,SN Thakur,Kings XI Punjab,18,36,1,12.0
2016,S Gopal,Mumbai Indians,18,18,0,6.0
2016,AD Russell,Kolkata Knight Riders,219,282,15,7.73
2016,UT Yadav,Kolkata Knight Riders,156,226,10,8.69
2016,KV Sharma,Sunrisers Hyderabad,98,169,0,10.35
2016,DS Kulkarni,Gujarat Lions,294,361,18,7.37
2016,Mohammed Shami,Delhi Daredevils,151,234,5,9.3
2016,VR Aaron,Royal Challengers Bangalore,142,212,2,8.96
2016,R Dhawan,Kings XI Punjab,42,53,2,7.57
2016,Swapnil Singh,Kings XI Punjab,18,29,0,9.67
2016,Sachin Baby,Royal Challengers Bangalore,10,8,2,4.8
2017,CR Woakes,Kolkata Knight Riders,264,372,17,8.45
2017,T Natarajan,Kings XI Punjab,76,109,2,8.61
2017,JP Faulkner,Gujarat Lions,163,268,8,9.87
2017,CJ Jordan,Sunrisers Hyderabad,6,8,1,8.0
2018,MM Sharma,Kings XI Punjab,178,312,7,10.52
2018,AR Patel,Kings XI Punjab,156,216,3,8.31
2018,SP Narine,Kolkata Knight Riders,366,462,17,7.57
2018,BCJ Cutting,Mumbai Indians,102,165,2,9.71
2018,DJ Hooda,Sunrisers Hyderabad,18,23,0,7.67
2018,MK Lomror,Rajasthan Royals,18,27,0,9.0
2019,BA Stokes,Rajasthan Royals,101,180,6,10.69
2019,JD Unadkat,Rajasthan Royals,224,386,10,10.34
2019,Mandeep Singh,Kings XI Punjab,12,26,0,13.0
2019,V Shankar,Sunrisers Hyderabad,48,66,1,8.25
2019,IS Sodhi,Rajasthan Royals,43,66,4,9.21
2019,J Suchith,Delhi Capitals,24,28,2,7.0
2020/21,KH Pandya,Mumbai Indians,301,360,6,7.18
2020/21,DW Steyn,Royal Challengers Bangalore,70,128,1,10.97
2020/21,VR Aaron,Rajasthan Royals,48,83,0,10.38
2020/21,M Prasidh Krishna,Kolkata Knight Riders,105,160,4,9.14
2020/21,Shahbaz Ahmed,Royal Challengers Bangalore,36,43,2,7.17
2021,HV Patel,Royal Challengers Bangalore,338,424,32,7.53
2021,JJ Bumrah,Mumbai Indians,330,377,21,6.85
2021,M Jansen,Mumbai Indians,36,40,2,6.67
2021,Abhishek Sharma,Sunrisers Hyderabad,60,61,4,6.1
2021,IC Porel,Punjab Kings,24,37,1,9.25
2021,AU Rashid,Punjab Kings,18,35,0,11.67
2021,Akash Singh,Rajasthan Royals,24,39,0,9.75
2021,Umran Malik,Sunrisers Hyderabad,72,93,2,7.75
2022,RA Jadeja,Chennai Super Kings,198,243,5,7.36
2022,M Ashwin,Mumbai Indians,174,223,9,7.69
2022,RD Chahar,Punjab Kings,280,344,14,7.37
2022,Ravi Bishnoi,Lucknow Super Giants,324,439,13,8.13
2022,Umran Malik,Sunrisers Hyderabad,295,410,22,8.34
2022,Shashank Singh,Sunrisers Hyderabad,12,19,0,9.5
2022,MP Stoinis,Lucknow Super Giants,42,77,4,11.0
2022,OC McCoy,Rajasthan Royals,155,219,11,8.48
2023,C Green,Mumbai Indians,228,343,6,9.03
2023,MM Sharma,Gujarat Titans,265,358,27,8.11
2023,Vijaykumar Vyshak,Royal Challengers Bangalore,144,238,9,9.92
2023,AS Roy,Kolkata Knight Riders,48,62,3,7.75
2023,Nithish Kumar Reddy,Sunrisers Hyderabad,30,53,0,10.6
2024,PJ Cummins,Sunrisers Hyderabad,366,556,18,9.11
2024,Mukesh Kumar,Delhi Capitals,213,358,17,10.08
2024,AS Roy,Kolkata Knight Riders,34,60,0,10.59
2024,TU Deshpande,Chennai Super Kings,288,397,17,8.27
2024,Mukesh Choudhary,Chennai Super Kings,6,20,0,20.0
2024,WG Jacks,Royal Challengers Bengaluru,54,98,2,10.89
2024,Arshad Khan (2),Lucknow Super Giants,12,22,0,11.0
2024,Yudhvir Singh,Lucknow Super Giants,24,52,1,13.0
2024,Gulbadin Naib,Delhi Capitals,6,12,0,12.0
2025,Mohammed Shami,Sunrisers Hyderabad,180,326,6,10.87
2025,A Zampa,Sunrisers Hyderabad,48,92,2,11.5
2025,KK Ahmed,Chennai Super Kings,280,431,15,9.24
2025,SM Curran,Chennai Super Kings,72,131,1,10.92
2025,NT Ellis,Chennai Super Kings,24,37,1,9.25
2025,DL Chahar,Mumbai Indians,246,353,11,8.61
2025,K Rabada,Gujarat Titans,84,158,2,11.29
2025,Vijaykumar Vyshak,Punjab Kings,102,165,4,9.71
2025,AD Russell,Kolkata Knight Riders,109,210,8,11.56
2025,Nithish Kumar Reddy,Sunrisers Hyderabad,30,43,2,8.6
2007/08,YK Pathan,Rajasthan Royals,169,229,8,8.13
2007/08,D Salunkhe,Rajasthan Royals,47,69,1,8.81
2007/08,A Symonds,Deccan Chargers,41,94,0,13.76
2007/08,A Nel,Mumbai Indians,18,31,1,10.33
2007/08,DB Ravi Teja,Deccan Chargers,12,19,1,9.5
2009,YK Pathan,Rajasthan Royals,210,232,7,6.63
2009,YA Abdulla,Kings XI Punjab,168,225,14,8.04
2009,BAW Mendis,Kolkata Knight Riders,100,133,3,7.98
2009,Y Venugopal Rao,Deccan Chargers,90,120,4,8.0
2009,SR Tendulkar,Mumbai Indians,36,57,0,9.5
2009/10,P Kumar,Royal Challengers Bangalore,270,358,10,7.96
2009/10,M Morkel,Rajasthan Royals,42,62,0,8.86
2009/10,PD Collingwood,Delhi Daredevils,89,100,5,6.74
2009/10,MB Parmar,Kolkata Knight Riders,18,32,0,10.67
2009/10,RJ Harris,Deccan Chargers,184,216,14,7.04
2009/10,Pankaj Singh,Royal Challengers Bangalore,48,74,2,9.25
2011,L Balaji,Kolkata Knight Riders,266,350,10,7.89
2011,RA Jadeja,Kochi Tuskers Kerala,252,294,7,7.0
2011,AB Dinda,Delhi Daredevils,102,142,5,8.35
2011,SB Wagh,Pune Warriors,96,115,4,7.19
2011,P Kumar,Kings XI Punjab,276,334,10,7.26
2011,ND Doshi,Rajasthan Royals,32,62,1,11.63
2011,SJ Srivastava,Kings XI Punjab,120,170,8,8.5
2011,Bipul Sharma,Kings XI Punjab,72,71,3,5.92
2011,Pankaj Singh,Rajasthan Royals,12,23,0,11.5
2011,AA Chavan,Rajasthan Royals,30,27,0,5.4
2012,WD Parnell,Pune Warriors,126,123,5,5.86
2012,Harmeet Singh,Kings XI Punjab,134,179,7,8.01
2012,DW Steyn,Deccan Chargers,280,271,18,5.81
2012,AD Mascarenhas,Kings XI Punjab,96,104,7,6.5
2012,GB Hogg,Rajasthan Royals,216,241,10,6.69
2012,V Pratap Singh,Deccan Chargers,204,289,10,8.5
2012,SR Watson,Rajasthan Royals,138,155,6,6.74
2012,A Mithun,Royal Challengers Bangalore,18,32,0,10.67
2013,LR Shukla,Kolkata Knight Riders,18,22,1,7.33
2013,JDP Oram,Mumbai Indians,24,20,0,5.0
2013,DP Nannes,Chennai Super Kings,119,145,4,7.31
2013,RA Jadeja,Chennai Super Kings,259,319,13,7.39
2013,Ankit Sharma,Sunrisers Hyderabad,12,17,0,8.5
2013,R McLaren,Kolkata Knight Riders,42,86,3,12.29
2013,J Syed Mohammad,Royal Challengers Bangalore,60,89,3,8.9
2013,A Chandila,Rajasthan Royals,150,156,6,6.24
2013,TL Suman,Pune Warriors,12,15,1,7.5
2014,JH Kallis,Kolkata Knight Riders,132,184,4,8.36
2014,A Nehra,Chennai Super Kings,90,139,8,9.27
2014,DJG Sammy,Sunrisers Hyderabad,84,153,3,10.93
2014,M Vijay,Delhi Daredevils,6,13,0,13.0
2014,UT Yadav,Kolkata Knight Riders,270,348,11,7.73
2014,R Rampaul,Royal Challengers Bangalore,36,36,1,6.0
2014,R Tewatia,Rajasthan Royals,54,58,2,6.44
2015,Anureet Singh,Kings XI Punjab,310,447,15,8.65
2015,Karanveer Singh,Kings XI Punjab,84,154,1,11.0
2015,Shivam Sharma,Kings XI Punjab,18,44,1,14.67
2015,V Kohli,Royal Challengers Bangalore,11,10,0,5.45
2016,RA Jadeja,Gujarat Lions,241,305,8,7.59
2016,MC Henriques,Sunrisers Hyderabad,312,409,12,7.87
2016,J Yadav,Delhi Daredevils,102,123,2,7.24
2016,M Morkel,Kolkata Knight Riders,213,290,10,8.17
2016,Iqbal Abdulla,Royal Challengers Bangalore,150,208,6,8.32
2016,JD Unadkat,Kolkata Knight Riders,18,48,0,16.0
2016,Anureet Singh,Kings XI Punjab,36,35,0,5.83
2016,KS Williamson,Sunrisers Hyderabad,6,7,0,7.0
2017,Rashid Khan,Sunrisers Hyderabad,324,352,17,6.52
2017,MM Sharma,Kings XI Punjab,274,406,13,8.89
2017,S Badree,Royal Challengers Bangalore,150,186,9,7.44
2017,Ankit Sharma,Rising Pune Supergiant,6,16,0,16.0
2017,Shakib Al Hasan,Kolkata Knight Riders,18,31,0,10.33
2018,MP Stoinis,Kings XI Punjab,66,120,3,10.91
2018,CR Woakes,Royal Challengers Bangalore,110,182,8,9.93
2018,UT Yadav,Royal Challengers Bangalore,319,405,20,7.62
2018,B Kumar,Sunrisers Hyderabad,277,344,9,7.45
2018,BA Stokes,Rajasthan Royals,222,293,8,7.92
2018,IS Sodhi,Rajasthan Royals,138,135,5,5.87
2018,YK Pathan,Sunrisers Hyderabad,12,14,1,7.0
2019,Navdeep Saini,Royal Challengers Bangalore,288,374,11,7.79
2019,KH Pandya,Mumbai Indians,276,329,12,7.15
2019,TA Boult,Delhi Capitals,114,156,5,8.21
2019,R Tewatia,Delhi Capitals,38,41,2,6.47
2019,R Ashwin,Kings XI Punjab,330,388,15,7.05
2019,SN Khan,Kings XI Punjab,2,6,0,18.0
2020/21,DL Chahar,Chennai Super Kings,312,387,12,7.44
2020/21,V Shankar,Sunrisers Hyderabad,79,71,4,5.39
2020/21,KA Pollard,Mumbai Indians,126,178,4,8.48
2020/21,GJ Maxwell,Kings XI Punjab,126,169,3,8.05
2020/21,KL Nagarkoti,Kolkata Knight Riders,156,227,5,8.73
2020/21,I Udana,Royal Challengers Bangalore,174,274,8,9.45
2020/21,Imran Tahir,Chennai Super Kings,66,76,1,6.91
2020/21,P Dubey,Delhi Capitals,48,72,0,9.0
2021,RD Chahar,Mumbai Indians,258,315,13,7.33
2021,Harbhajan Singh,Kolkata Knight Riders,42,60,0,8.57
2021,LI Meriwala,Delhi Capitals,18,27,1,9.0
2021,SP Narine,Kolkata Knight Riders,336,351,16,6.27
2021,I Sharma,Delhi Capitals,72,97,1,8.08
2022,MJ Santner,Chennai Super Kings,114,130,4,6.84
2022,DJ Willey,Royal Challengers Bangalore,66,72,1,6.55
2022,PVD Chameera,Lucknow Super Giants,264,361,9,8.2
2022,Avesh Khan,Lucknow Super Giants,286,392,19,8.22
2022,Mukesh Choudhary,Chennai Super Kings,273,406,16,8.92
2022,GJ Maxwell,Royal Challengers Bangalore,144,163,6,6.79
2022,NT Ellis,Punjab Kings,36,51,3,8.5
2022,M Pathirana,Chennai Super Kings,41,41,2,6.0
2023,Mohammed Shami,Gujarat Titans,390,503,28,7.74
2023,AS Joseph,Gujarat Titans,144,219,7,9.13
2023,GJ Maxwell,Royal Challengers Bangalore,62,92,3,8.9
2023,MM Ali,Chennai Super Kings,156,194,9,7.46
2023,MW Short,Punjab Kings,24,24,0,6.0
2023,MP Stoinis,Lucknow Super Giants,65,96,5,8.86
2023,A Badoni,Lucknow Super Giants,1,0,0,0.0
2024,JD Unadkat,Sunrisers Hyderabad,187,306,8,9.82
2024,HV Patel,Punjab Kings,294,444,24,9.06
2024,KH Pandya,Lucknow Super Giants,198,240,6,7.27
2024,MP Yadav,Lucknow Super Giants,73,81,7,6.66
2024,MR Marsh,Delhi Capitals,48,97,1,12.13
2024,Mohammad Nabi,Mumbai Indians,74,109,2,8.84
2024,Swapnil Singh,Royal Challengers Bengaluru,90,130,6,8.67
2024,MJ Santner,Chennai Super Kings,54,64,2,7.11
2024,Arjun Tendulkar,Mumbai Indians,14,21,0,9.0
2025,Prince Yadav,Lucknow Super Giants,137,218,3,9.55
2025,MP Stoinis,Punjab Kings,85,163,1,11.51
2025,YS Chahal,Punjab Kings,270,419,16,9.31
2025,I Sharma,Gujarat Titans,110,198,4,10.8
2025,Ashwani Kumar,Mumbai Indians,123,223,11,10.88
2025,Akash Deep,Lucknow Super Giants,114,212,3,11.16
2007/08,SC Ganguly,Kolkata Knight Riders,120,127,6,6.35
2007/08,IK Pathan,Kings XI Punjab,318,331,15,6.25
2007/08,K Goel,Kings XI Punjab,12,25,0,12.5
2007/08,MF Maharoof,Delhi Daredevils,216,238,15,6.61
2007/08,SK Warne,Rajasthan Royals,312,395,19,7.6
2007/08,ST Jayasuriya,Mumbai Indians,126,158,4,7.52
2009,RS Bopara,Kings XI Punjab,8,5,0,3.75
2009,DR Smith,Deccan Chargers,84,122,1,8.71
2009,K Goel,Kings XI Punjab,48,60,0,7.5
2009,WA Mota,Kings XI Punjab,54,59,3,6.56
2009,AS Raut,Rajasthan Royals,24,36,0,9.0
2009,LA Carseldine,Rajasthan Royals,6,5,1,5.0
2009/10,WPUJC Vaas,Deccan Chargers,132,138,9,6.27
2009/10,SK Warne,Rajasthan Royals,300,375,11,7.5
2009/10,AA Jhunjhunwala,Rajasthan Royals,37,67,0,10.86
2009/10,JA Morkel,Chennai Super Kings,286,392,11,8.22
2009/10,L Balaji,Chennai Super Kings,140,192,7,8.23
2009/10,JM Kemp,Chennai Super Kings,44,51,3,6.95
2009/10,NLTC Perera,Chennai Super Kings,6,19,0,19.0
2009/10,AJ Finch,Rajasthan Royals,7,5,0,4.29
2011,Iqbal Abdulla,Kolkata Knight Riders,300,300,16,6.0
2011,JD Ryder,Pune Warriors,92,116,4,7.57
2011,AM Nayar,Kings XI Punjab,61,93,2,9.15
2011,RJ Harris,Kings XI Punjab,282,359,16,7.64
2011,Joginder Sharma,Chennai Super Kings,18,32,0,10.67
2011,AB McDonald,Delhi Daredevils,12,23,0,11.5
2011,S Sriram,Delhi Daredevils,6,25,0,25.0
2012,R Sharma,Pune Warriors,222,298,9,8.05
2012,DT Christian,Deccan Chargers,162,226,8,8.37
2012,DJ Harris,Deccan Chargers,18,26,0,8.67
2012,Anand Rajan,Deccan Chargers,71,104,3,8.79
2012,CL White,Deccan Chargers,18,25,0,8.33
2012,JD Unadkat,Kolkata Knight Riders,18,32,0,10.67
2012,AC Thomas,Pune Warriors,84,105,3,7.5
2012,RJ Peterson,Mumbai Indians,48,70,3,8.75
2012,LR Shukla,Kolkata Knight Riders,12,12,1,6.0
2013,STR Binny,Rajasthan Royals,144,157,6,6.54
2013,PP Ojha,Mumbai Indians,314,373,16,7.13
2013,MM Sharma,Chennai Super Kings,304,319,20,6.3
2013,AA Chavan,Rajasthan Royals,54,61,1,6.78
2013,JA Morkel,Chennai Super Kings,144,153,7,6.38
2013,DR Smith,Mumbai Indians,30,56,2,11.2
2013,VS Malik,Rajasthan Royals,60,58,2,5.8
2013,BJ Hodge,Rajasthan Royals,6,3,0,3.0
2013,AC Gilchrist,Kings XI Punjab,1,0,1,0.0
2014,KA Pollard,Mumbai Indians,150,252,1,10.08
2014,JP Duminy,Delhi Daredevils,198,230,3,6.97
2014,DW Steyn,Sunrisers Hyderabad,336,425,11,7.59
2014,NM Coulter-Nile,Delhi Daredevils,24,21,2,5.25
2014,M Kartik,Kings XI Punjab,48,90,1,11.25
2015,SP Narine,Kolkata Knight Riders,192,230,7,7.19
2015,KV Sharma,Sunrisers Hyderabad,239,332,10,8.33
2015,Parvez Rasool,Sunrisers Hyderabad,30,31,1,6.2
2015,SA Abbott,Royal Challengers Bangalore,30,55,0,11.0
2015,YK Pathan,Kolkata Knight Riders,60,97,2,9.7
